issue,index,n_rows,n_cols,page_number,match_score,match_margin,match_source,scan_rel_path
1969_06,7,9,8,62,0.938,0.188,cells,1969/06/IMG_0135_2R.jpg
1969_06,8,9,27,65,0.944,0.694,cells,1969/06/IMG_0137_1L.jpg
1969_06,9,31,7,67,0.778,0.481,context,1969/06/IMG_0138_1L.jpg
1969_06,10,4,5,68,0.73,0.541,cells,1969/06/IMG_0138_2R.jpg
1969_07,0,11,4,13,1.0,0.636,cells,1969/07/IMG_0010_1L.jpg
1969_07,1,2,4,14,1.0,0.834,cells,1969/07/IMG_0010_2R.jpg
1969_08,0,36,7,26,0.6,0.133,context,1969/08/IMG_0066_2R.jpg
1969_08,1,8,13,26,0.96,0.8,cells,1969/08/IMG_0066_2R.jpg
1969_08,2,3,4,28,0.984,0.77,cells,1969/08/IMG_0067_2R.jpg
1969_08,3,20,7,40,0.991,0.821,cells,1969/08/IMG_0073_2R.jpg
1969_08,4,9,9,41,1.0,0.792,cells,1969/08/IMG_0074_1L.jpg
1969_08,5,6,11,54,0.706,0.412,cells,1969/08/IMG_0080_2R.jpg
1969_08,6,3,7,54,1.0,0.401,cells,1969/08/IMG_0080_2R.jpg
1969_08,7,2,7,55,1.0,0.75,cells,1969/08/IMG_0081_1L.jpg
1969_08,8,2,11,55,0.7,0.3,cells,1969/08/IMG_0081_1L.jpg
1969_08,9,2,5,55,1.0,0.25,cells,1969/08/IMG_0081_1L.jpg
1969_08,10,11,4,56,0.947,0.579,cells,1969/08/IMG_0081_2R.jpg
1969_08,11,9,4,56,0.933,0.667,cells,1969/08/IMG_0081_2R.jpg
1969_08,12,11,4,56,0.941,0.588,cells,1969/08/IMG_0081_2R.jpg
1969_08,13,4,5,57,1.0,0.5,cells,1969/08/IMG_0082_1L.jpg
1969_08,14,3,5,57,1.0,0.5,cells,1969/08/IMG_0082_1L.jpg
1969_11,0,5,6,11,1.0,0.75,cells,1969/11/IMG_0056_2R.jpg
1969_11,1,17,6,11,0.926,0.37,cells,1969/11/IMG_0056_2R.jpg
1969_11,2,13,7,12,1.0,0.258,cells,1969/11/IMG_0057_1L.jpg
1969_11,3,10,5,14,1.0,0.477,cells,1969/11/IMG_0058_1L.jpg
1969_11,4,10,5,15,0.974,0.667,cells,1969/11/IMG_0058_2R.jpg
1969_11,5,9,5,38,0.778,0.519,cells,1969/11/IMG_0070_1L.jpg
1969_11,6,3,4,52,0.913,0.609,cells,1969/11/IMG_0077_1L.jpg
1969_11,7,13,3,62,0.971,0.559,cells,1969/11/IMG_0082_1L.jpg
1969_11,8,4,7,63,1.0,0.437,cells,1969/11/IMG_0082_2R.jpg
1969_11,9,16,4,69,0.957,0.718,cells,1969/11/IMG_0085_2R.jpg
1969_11,10,3,4,70,1.0,0.572,cells,1969/11/IMG_0086_1L.jpg
1969_11,11,14,7,92,0.947,0.72,cells,1969/11/IMG_0097_1L.jpg
1969_12,0,9,3,51,0.923,0.732,cells,1969/12/IMG_0126_2R.jpg
1969_12,1,2,4,54,0.923,0.462,cells,1969/12/IMG_0128_1L.jpg
1969_12,2,3,6,55,1.0,0.5,cells,1969/12/IMG_0128_2R.jpg
1969_12,3,4,5,55,0.947,0.789,cells,1969/12/IMG_0128_2R.jpg
1969_12,4,68,3,93,1.0,0.68,cells,1969/12/IMG_0147_2R.jpg
1969_12,5,39,3,96,0.986,0.803,cells,1969/12/IMG_0149_1L.jpg
1970_01,0,4,5,16,1.0,0.637,cells,1970/01/IMG_0011_2R.jpg
1970_01,1,6,3,17,1.0,0.625,cells,1970/01/IMG_0012_1L.jpg
1970_01,2,4,5,19,0.917,0.556,cells,1970/01/IMG_0013_1L.jpg
1970_02,0,4,7,11,0.93,0.837,cells,1970/02/IMG_0059_1L.jpg
1970_02,1,2,10,16,1.0,0.55,context,1970/02/IMG_0061_2R.jpg
1970_02,2,4,10,16,1.0,0.865,cells,1970/02/IMG_0061_2R.jpg
1970_02,3,3,2,69,1.0,0.696,cells,1970/02/IMG_0088_1L.jpg
1970_02,4,3,2,71,1.0,0.36,cells,1970/02/IMG_0089_1L.jpg
1970_02,5,3,2,72,1.0,0.429,cells,1970/02/IMG_0089_2R.jpg
1970_02,6,3,4,73,0.944,0.5,cells,1970/02/IMG_0090_1L.jpg
1970_02,7,2,11,77,1.0,0.1,cells,1970/02/IMG_0092_1L.jpg
1970_02,8,10,4,76,0.929,0.143,cells,1970/02/IMG_0091_2R.jpg
1970_02,9,2,4,77,1.0,0.273,cells,1970/02/IMG_0092_1L.jpg
1970_02,10,2,8,77,0.889,0.111,cells,1970/02/IMG_0092_1L.jpg
1970_02,11,9,4,77,0.955,0.523,cells,1970/02/IMG_0092_1L.jpg
1970_02,12,7,3,95,0.97,0.576,cells,1970/02/IMG_0101_1L.jpg
1970_03,0,5,8,20,1.0,0.833,cells,1970/03/IMG_0113_2R.jpg
1970_03,1,6,4,79,1.0,0.762,cells,1970/03/IMG_0143_1L.jpg
1970_03,2,2,3,85,0.985,0.774,cells,1970/03/IMG_0146_1L.jpg
1970_04,0,12,2,4,0.957,0.813,cells,1970/04/IMG_0005_1L.jpg
1970_04,1,2,4,41,1.0,0.947,cells,1970/04/IMG_0023_2R.jpg
1970_05,0,6,9,36,1.0,0.778,cells,1970/05/IMG_0071_1L.jpg
1970_05,1,6,7,53,0.941,0.766,cells,1970/05/IMG_0079_2R.jpg
1970_05,2,6,4,53,1.0,0.733,cells,1970/05/IMG_0079_2R.jpg
1970_05,3,2,5,54,0.929,0.68,cells,1970/05/IMG_0080_1L.jpg
1970_05,4,8,2,70,0.952,0.715,cells,1970/05/IMG_0088_1L.jpg
1970_05,5,3,5,78,0.96,0.56,cells,1970/05/IMG_0092_1L.jpg
1970_06,0,3,2,3,0.958,0.79,cells,1970/06/IMG_0104_2R.jpg
1970_06,1,3,2,4,0.978,0.797,cells,1970/06/IMG_0105_1L.jpg
1970_06,2,14,6,24,1.0,0.308,cells,1970/06/IMG_0115_1L.jpg
1970_06,3,3,4,26,0.964,0.636,cells,1970/06/IMG_0116_1L.jpg
1970_06,4,2,3,36,0.973,0.486,context,1970/06/IMG_0121_1L.jpg
1970_06,5,2,4,37,0.935,0.806,cells,1970/06/IMG_0121_2R.jpg
1970_06,6,3,8,62,0.739,0.217,cells,1970/06/IMG_0134_1L.jpg
1970_06,7,3,2,62,0.889,0.222,cells,1970/06/IMG_0134_1L.jpg
1970_06,8,3,7,62,1.0,0.111,cells,1970/06/IMG_0134_1L.jpg
1970_06,9,3,7,62,0.889,0.111,cells,1970/06/IMG_0134_1L.jpg
1970_06,10,4,9,62,0.619,0.048,context,1970/06/IMG_0134_1L.jpg
1970_06,11,3,6,64,0.938,0.312,cells,1970/06/IMG_0135_1L.jpg
1970_06,12,6,14,79,0.816,0.613,cells,1970/06/IMG_0142_2R.jpg
1970_06,13,3,8,80,1.0,0.417,cells,1970/06/IMG_0143_1L.jpg
1970_06,14,3,14,81,0.958,0.792,cells,1970/06/IMG_0143_2R.jpg
1970_06,15,6,8,81,0.95,0.6,cells,1970/06/IMG_0143_2R.jpg
1970_06,16,7,9,82,0.889,0.667,cells,1970/06/IMG_0144_1L.jpg
1970_06,17,11,6,82,0.926,0.63,cells,1970/06/IMG_0144_1L.jpg
1970_06,18,8,10,83,1.0,0.859,cells,1970/06/IMG_0144_2R.jpg
1970_06,19,3,7,86,0.938,0.713,context,1970/06/IMG_0146_1L.jpg
1970_06,20,3,3,87,0.949,0.718,cells,1970/06/IMG_0146_2R.jpg
1970_10,0,11,2,2,0.962,0.799,cells,1970/10/IMG_0004_2R.jpg
1970_10,1,14,4,3,1.0,0.844,cells,1970/10/IMG_0005_1L.jpg
1970_10,2,14,7,11,1.0,0.865,cells,1970/10/IMG_0009_1L.jpg
1970_10,3,10,7,34,1.0,0.75,cells,1970/10/IMG_0020_2R.jpg
1970_10,4,9,5,35,0.846,0.462,cells,1970/10/IMG_0021_1L.jpg
1970_10,5,14,7,46,0.922,0.597,cells,1970/10/IMG_0026_2R.jpg
1970_10,6,4,5,47,0.947,0.684,cells,1970/10/IMG_0027_1L.jpg
1970_10,7,7,6,48,1.0,0.617,cells,1970/10/IMG_0027_2R.jpg
1970_10,8,8,6,59,1.0,0.851,cells,1970/10/IMG_0033_1L.jpg
1970_10,9,6,3,81,0.933,0.867,cells,1970/10/IMG_0044_1L.jpg
1970_10,10,3,12,82,0.929,0.787,context,1970/10/IMG_0044_2R.jpg
1970_10,11,4,9,85,1.0,0.444,cells,1970/10/IMG_0046_1L.jpg
1970_10,12,5,9,85,1.0,0.538,cells,1970/10/IMG_0046_1L.jpg
1970_11,0,2,2,3,0.967,0.773,cells,1970/11/IMG_0054_2R.jpg
1970_11,1,8,6,26,1.0,0.619,cells,1970/11/IMG_0066_1L.jpg
1970_11,2,9,10,65,0.957,0.871,cells,1970/11/IMG_0085_2R.jpg
1970_11,3,15,5,67,0.842,0.526,cells,1970/11/IMG_0086_2R.jpg
1970_11,4,6,6,68,0.829,0.366,cells,1970/11/IMG_0087_1L.jpg
1970_11,5,3,5,68,0.957,0.348,cells,1970/11/IMG_0087_1L.jpg
1970_11,6,11,5,69,1.0,0.176,cells,1970/11/IMG_0087_2R.jpg
1970_11,7,18,6,72,0.941,0.745,cells,1970/11/IMG_0089_1L.jpg
1970_11,8,8,5,86,0.954,0.598,context,1970/11/IMG_0096_1L.jpg
1970_11,9,5,4,92,1.0,0.615,cells,1970/11/IMG_0099_1L.jpg
1970_12,0,6,2,3,0.96,0.511,cells,1970/12/IMG_0104_2R.jpg
1970_12,1,3,2,4,0.976,0.751,cells,1970/12/IMG_0105_1L.jpg
1970_12,2,9,5,66,0.98,0.841,cells,1970/12/IMG_0136_1L.jpg
1970_12,3,14,2,89,0.933,0.734,context,1970/12/IMG_0147_2R.jpg
1970_12,4,6,2,89,0.955,0.683,context,1970/12/IMG_0147_2R.jpg
1970_12,5,5,3,89,1.0,0.847,cells,1970/12/IMG_0147_2R.jpg
1970_12,6,2,2,90,0.995,0.831,cells,1970/12/IMG_0148_1L.jpg
1970_12,7,26,3,91,0.992,0.85,cells,1970/12/IMG_0148_2R.jpg
1970_12,8,10,1,92,1.0,0.785,cells,1970/12/IMG_0149_1L.jpg
1970_12,9,63,2,92,1.0,0.501,context,1970/12/IMG_0149_1L.jpg
1970_12,10,64,3,93,1.0,0.803,cells,1970/12/IMG_0149_2R.jpg
1970_12,11,31,3,94,1.0,0.756,cells,1970/12/IMG_0150_1L.jpg
1970_12,12,4,3,96,1.0,0.632,cells,1970/12/IMG_0151_1L.jpg
1971_01,0,3,2,3,0.93,0.776,cells,1971/01/IMG_0004_2R.jpg
1971_01,1,5,5,6,0.929,0.358,cells,1971/01/IMG_0005_1_1L.jpg
1971_01,2,11,4,22,0.926,0.481,cells,1971/01/IMG_0013_1L.jpg
1971_01,3,5,2,26,0.974,0.474,cells,1971/01/IMG_0015_1L.jpg
1971_01,4,4,4,27,0.962,0.769,cells,1971/01/IMG_0015_2R.jpg
1971_01,5,6,6,63,1.0,0.584,cells,1971/01/IMG_0033_2R.jpg
1971_01,6,7,6,91,0.914,0.343,cells,1971/01/IMG_0047_2R.jpg
1971_03,0,14,3,4,1.0,0.655,cells,1971/03/IMG_0104_1L.jpg
1971_03,1,8,4,27,0.947,0.789,cells,1971/03/IMG_0115_2R.jpg
1971_03,2,7,6,38,0.923,0.77,cells,1971/03/IMG_0121_1L.jpg
1971_03,3,3,4,96,1.0,0.437,cells,1971/03/IMG_0150_1L.jpg
1971_04,0,3,2,4,0.962,0.83,cells,1971/04/IMG_0005_1L.jpg
1971_04,1,5,6,7,0.978,0.822,cells,1971/04/IMG_0006_2R.jpg
1971_04,2,7,9,15,0.979,0.894,cells,1971/04/IMG_0010_2R.jpg
1971_04,3,6,2,31,1.0,0.801,context,1971/04/IMG_0018_2R.jpg
1971_04,4,5,4,33,1.0,0.5,cells,1971/04/IMG_0019_2R.jpg
1971_04,5,6,5,69,1.0,0.643,cells,1971/04/IMG_0037_2R.jpg
1971_04,6,3,7,76,0.654,0.038,context,1971/04/IMG_0041_1L.jpg
1971_04,7,1,2,76,1.0,0.75,cells,1971/04/IMG_0041_1L.jpg
1971_04,8,2,5,76,0.98,0.694,context,1971/04/IMG_0041_1L.jpg
1971_05,0,3,2,3,0.956,0.79,cells,1971/05/IMG_0054_2R.jpg
1971_05,1,14,12,28,0.941,0.441,cells,1971/05/IMG_0067_1L.jpg
1971_05,2,12,6,31,0.914,0.2,cells,1971/05/IMG_0068_2R.jpg
1971_05,3,15,5,37,1.0,0.9,cells,1971/05/IMG_0071_2R.jpg
1971_05,4,20,10,43,0.911,0.582,cells,1971/05/IMG_0074_2R.jpg
1971_05,5,14,10,44,0.758,0.318,cells,1971/05/IMG_0075_1L.jpg
1971_05,6,17,10,45,0.886,0.625,cells,1971/05/IMG_0075_2R.jpg
1971_05,7,11,10,46,0.895,0.0,cells,1971/05/IMG_0076_1L.jpg
1971_05,8,33,3,47,0.984,0.77,cells,1971/05/IMG_0076_2R.jpg
1971_05,9,4,3,52,1.0,0.625,cells,1971/05/IMG_0079_1L.jpg
1971_05,10,13,5,55,0.959,0.703,context,1971/05/IMG_0080_2R.jpg
1971_05,11,7,5,77,0.938,0.72,cells,1971/05/IMG_0091_2R.jpg
1971_06,0,9,3,4,0.938,0.754,cells,1971/06/IMG_0105_1L.jpg
1971_06,1,7,5,13,0.912,0.765,cells,1971/06/IMG_0109_2R.jpg
1971_06,2,3,11,31,1.0,0.8,cells,1971/06/IMG_0118_2R.jpg
1971_06,3,3,11,45,0.659,0.114,context,1971/06/IMG_0125_2R.jpg
1971_06,4,4,6,46,0.968,0.746,context,1971/06/IMG_0126_1L.jpg
1971_06,5,9,4,75,1.0,0.833,cells,1971/06/IMG_0140_2R.jpg
1971_06,6,6,3,84,0.957,0.565,cells,1971/06/IMG_0145_1L.jpg
1971_06,7,23,5,87,1.0,1.0,cells,1971/06/IMG_0146_2R.jpg
1971_07,0,6,3,4,0.946,0.823,cells,1971/07/IMG_0005_1L.jpg
1971_07,1,11,3,86,1.0,0.951,cells,1971/07/IMG_0046_1L.jpg
1971_07,2,1,2,95,0.917,0.834,context,1971/07/IMG_0050_2R.jpg
1971_08,0,3,2,4,0.981,0.865,cells,1971/08/IMG_0055_1L.jpg
1971_08,1,9,4,20,0.955,0.636,cells,1971/08/IMG_0062_1L.jpg
1971_08,2,5,4,22,0.958,0.542,cells,1971/08/IMG_0063_1L.jpg
1971_08,3,2,4,30,1.0,0.385,context,1971/08/IMG_0067_1L.jpg
1971_08,4,3,3,30,1.0,0.6,context,1971/08/IMG_0067_1L.jpg
1971_08,5,3,2,30,1.0,0.636,context,1971/08/IMG_0067_1L.jpg
1971_08,6,1,3,30,1.0,0.625,cells,1971/08/IMG_0067_1L.jpg
1971_08,7,2,3,30,1.0,0.778,context,1971/08/IMG_0067_1L.jpg
1971_08,8,3,2,30,1.0,0.4,cells,1971/08/IMG_0067_1L.jpg
1971_08,9,12,4,33,0.867,0.333,cells,1971/08/IMG_0068_2R.jpg
1971_08,10,3,5,33,0.923,0.538,cells,1971/08/IMG_0068_2R.jpg
1971_08,11,9,5,33,1.0,0.576,cells,1971/08/IMG_0068_2R.jpg
1971_08,12,8,4,34,0.976,0.619,cells,1971/08/IMG_0069_1L.jpg
1971_08,13,3,4,34,0.977,0.581,cells,1971/08/IMG_0069_1L.jpg
1971_08,14,8,2,63,1.0,0.668,context,1971/08/IMG_0083_2R.jpg
1971_08,15,2,3,68,0.769,0.462,cells,1971/08/IMG_0086_1L.jpg
1971_08,16,10,2,70,0.917,0.625,context,1971/08/IMG_0087_1L.jpg
1971_08,17,4,6,71,0.85,0.651,cells,1971/08/IMG_0087_2R.jpg
1971_09,0,3,2,3,0.979,0.82,cells,1971/09/IMG_0103_2R.jpg
1971_09,1,15,3,4,0.961,0.845,cells,1971/09/IMG_0104_1L.jpg
1971_09,2,6,12,50,1.0,0.849,cells,1971/09/IMG_0127_1L.jpg
1971_09,3,1,4,78,0.909,0.727,cells,1971/09/IMG_0141_1L.jpg
1971_09,4,15,13,79,0.912,0.765,cells,1971/09/IMG_0141_2R.jpg
1971_09,5,8,7,95,0.938,0.422,cells,1971/09/IMG_0149_2R.jpg
1971_09,6,9,7,96,0.911,0.533,cells,1971/09/IMG_0150_1L.jpg
1971_09,7,11,7,97,0.915,0.598,cells,1971/09/IMG_0150_2R.jpg
1971_09,8,3,7,98,0.914,0.557,cells,1971/09/IMG_0151_1L.jpg
1971_10,0,5,2,3,0.978,0.81,cells,1971/10/IMG_0004_2R.jpg
1971_10,1,6,5,57,1.0,0.774,cells,1971/10/IMG_0031_2R.jpg
1971_10,2,7,5,58,0.947,0.738,cells,1971/10/IMG_0032_1L.jpg
1971_10,3,8,6,67,1.0,0.887,cells,1971/10/IMG_0036_2R.jpg
1971_10,4,14,3,94,1.0,0.609,cells,1971/10/IMG_0050_1L.jpg
1971_10,5,12,4,97,0.917,0.667,cells,1971/10/IMG_0051_2R.jpg
1971_11,0,3,2,3,0.953,0.754,cells,1971/11/IMG_0054_2R.jpg
1971_11,1,6,5,9,0.962,0.731,cells,1971/11/IMG_0057_2R.jpg
1971_11,2,9,8,20,1.0,0.725,cells,1971/11/IMG_0063_1L.jpg
1971_11,3,14,8,21,0.981,0.755,cells,1971/11/IMG_0063_2R.jpg
1971_11,4,5,2,46,0.9,0.4,context,1971/11/IMG_0076_1L.jpg
1971_11,5,20,6,51,0.966,0.925,cells,1971/11/IMG_0078_2R.jpg
1971_11,6,25,4,59,0.73,0.284,context,1971/11/IMG_0082_2R.jpg
1971_11,7,20,9,60,0.988,0.863,cells,1971/11/IMG_0083_1L.jpg
1971_11,8,10,4,71,0.938,0.751,cells,1971/11/IMG_0088_2R.jpg
1971_11,9,5,3,73,0.917,0.501,cells,1971/11/IMG_0089_2R.jpg
1971_11,10,8,9,77,0.971,0.853,cells,1971/11/IMG_0091_2R.jpg
1971_12,0,4,5,32,0.966,0.242,cells,1971/12/IMG_0119_1L.jpg
1971_12,1,11,4,64,0.95,0.65,cells,1971/12/IMG_0135_1L.jpg
1971_12,2,13,3,93,1.0,0.769,cells,1971/12/IMG_0149_2R.jpg
1971_12,3,63,3,94,1.0,0.829,cells,1971/12/IMG_0150_1L.jpg
1971_12,4,24,3,97,1.0,0.857,cells,1971/12/IMG_0151_2R.jpg
1971_12,5,20,3,98,1.0,0.806,cells,1971/12/IMG_0152_1L.jpg
1972_01,0,4,7,38,0.95,0.501,cells,1972/01/IMG_0022_1L.jpg
1972_01,1,9,9,59,1.0,0.8,cells,1972/01/IMG_0032_2R.jpg
1972_01,2,4,6,64,0.88,0.44,cells,1972/01/IMG_0035_1L.jpg
1972_01,3,8,5,66,1.0,0.767,cells,1972/01/IMG_0036_1L.jpg
1972_01,4,9,4,67,0.944,0.694,cells,1972/01/IMG_0036_2R.jpg
1972_01,5,2,3,69,0.769,0.385,context,1972/01/IMG_0037_2R.jpg
1972_01,6,5,9,69,0.818,0.364,cells,1972/01/IMG_0037_2R.jpg
1972_01,7,6,4,75,0.824,0.412,cells,1972/01/IMG_0040_2R.jpg
1972_02,0,3,2,3,0.953,0.792,cells,1972/02/IMG_0054_2R.jpg
1972_02,1,11,3,63,0.912,0.765,cells,1972/02/IMG_0084_2R.jpg
1972_02,2,6,2,66,1.0,0.667,cells,1972/02/IMG_0086_1L.jpg
1972_02,3,5,4,77,1.0,0.704,cells,1972/02/IMG_0091_2R.jpg
1972_03,0,3,2,3,0.96,0.774,cells,1972/03/IMG_0104_2R.jpg
1972_03,1,9,2,4,0.972,0.779,cells,1972/03/IMG_0105_1L.jpg
1972_03,2,7,6,20,1.0,0.833,cells,1972/03/IMG_0113_1L.jpg
1972_03,3,6,5,56,1.0,0.187,cells,1972/03/IMG_0131_1L.jpg
1972_03,4,6,8,57,0.95,0.25,cells,1972/03/IMG_0131_2R.jpg
1972_04,0,3,2,3,0.924,0.773,cells,1972/04/IMG_0004_2R.jpg
1972_04,1,9,4,29,1.0,0.816,cells,1972/04/IMG_0017_2R.jpg
1972_04,2,2,2,98,1.0,0.822,cells,1972/04/IMG_0052_1L.jpg
1972_05,0,15,5,7,1.0,0.834,cells,1972/05/IMG_0056_2R.jpg
1972_05,1,10,4,11,0.944,0.751,cells,1972/05/IMG_0058_2R.jpg
1972_05,2,7,5,12,0.971,0.715,cells,1972/05/IMG_0059_1L.jpg
1972_05,3,7,7,33,0.931,0.691,cells,1972/05/IMG_0069_2R.jpg
1972_05,4,5,5,58,1.0,0.85,cells,1972/05/IMG_0082_1L.jpg
1972_05,5,2,5,66,0.6,0.133,cells,1972/05/IMG_0086_1L.jpg
1972_05,6,5,4,74,0.903,0.581,cells,1972/05/IMG_0090_1L.jpg
1972_05,7,5,4,74,0.889,0.333,cells,1972/05/IMG_0090_1L.jpg
1972_06,0,9,7,31,0.92,0.721,cells,1972/06/IMG_0118_2R.jpg
1972_06,1,12,5,35,1.0,0.333,cells,1972/06/IMG_0120_2R.jpg
1972_06,2,13,2,37,1.0,0.91,cells,1972/06/IMG_0121_2R.jpg
1972_06,3,8,4,42,0.952,0.762,cells,1972/06/IMG_0124_1L.jpg
1972_06,4,4,6,73,1.0,0.501,cells,1972/06/IMG_0139_2R.jpg
1972_06,5,14,23,74,0.72,0.2,context,1972/06/IMG_0140_1L.jpg
1972_06,6,3,15,75,0.692,0.309,cells,1972/06/IMG_0140_2R.jpg
1972_06,7,18,5,77,0.941,0.368,cells,1972/06/IMG_0141_2R.jpg
1972_06,8,4,10,83,0.87,0.478,cells,1972/06/IMG_0144_2R.jpg
1972_07,0,5,2,3,1.0,0.795,cells,1972/07/IMG_0004_2R.jpg
1972_07,1,16,6,28,1.0,0.5,cells,1972/07/IMG_0017_1L.jpg
1972_07,2,3,6,51,0.923,0.659,context,1972/07/IMG_0028_2R.jpg
1972_07,3,6,9,60,0.971,0.706,cells,1972/07/IMG_0033_1L.jpg
1972_07,4,3,5,61,1.0,0.625,cells,1972/07/IMG_0033_2R.jpg
1972_07,5,10,8,71,0.961,0.686,cells,1972/07/IMG_0038_2R.jpg
1972_07,6,3,7,74,1.0,0.125,cells,1972/07/IMG_0040_1L.jpg
1972_07,7,4,7,75,1.0,0.222,cells,1972/07/IMG_0040_2R.jpg
1972_07,8,3,7,75,1.0,0.364,cells,1972/07/IMG_0040_2R.jpg
1972_07,9,2,3,75,1.0,0.2,context,1972/07/IMG_0040_2R.jpg
1972_07,10,3,5,75,1.0,0.4,context,1972/07/IMG_0040_2R.jpg
1972_07,11,2,5,75,1.0,0.286,context,1972/07/IMG_0040_2R.jpg
1972_07,12,2,5,75,1.0,0.733,context,1972/07/IMG_0040_2R.jpg
1972_07,13,2,3,96,0.942,0.71,cells,1972/07/IMG_0051_1L.jpg
1972_07,14,2,2,97,0.988,0.802,cells,1972/07/IMG_0051_2R.jpg
1972_07,15,31,2,98,1.0,0.4,cells,1972/07/IMG_0052_1L.jpg
1972_08,0,3,2,3,0.93,0.768,cells,1972/08/IMG_0054_2R.jpg
1972_08,1,3,6,53,0.968,0.862,cells,1972/08/IMG_0079_2R.jpg
1972_08,2,12,5,58,1.0,0.5,cells,1972/08/IMG_0082_1L.jpg
1972_09,0,10,3,4,0.954,0.809,cells,1972/09/IMG_0105_1L.jpg
1972_09,1,16,5,12,1.0,0.28,cells,1972/09/IMG_0109_1L.jpg
1972_09,2,13,7,13,1.0,0.333,cells,1972/09/IMG_0109_2R.jpg
1972_09,3,3,2,30,0.95,0.65,cells,1972/09/IMG_0118_1L.jpg
1972_09,4,24,4,53,1.0,0.778,cells,1972/09/IMG_0129_2R.jpg
1972_09,5,7,5,76,0.833,0.667,cells,1972/09/IMG_0141_1L.jpg
1972_09,6,4,4,76,1.0,0.626,cells,1972/09/IMG_0141_1L.jpg
1972_09,7,26,5,78,0.974,0.897,cells,1972/09/IMG_0142_1L.jpg
1972_10,0,3,2,4,0.959,0.808,cells,1972/10/IMG_0005_1L.jpg
1972_10,1,4,4,5,1.0,0.867,cells,1972/10/IMG_0005_2R.jpg
1972_10,2,11,8,28,1.0,0.534,cells,1972/10/IMG_0017_1L.jpg
1972_10,3,7,9,33,0.967,0.567,cells,1972/10/IMG_0019_2R.jpg
1972_10,4,2,4,33,1.0,0.557,cells,1972/10/IMG_0019_2R.jpg
1972_10,5,2,6,36,0.8,0.667,cells,1972/10/IMG_0021_1L.jpg
1972_10,6,2,4,36,0.917,0.667,cells,1972/10/IMG_0021_1L.jpg
1972_10,7,3,6,36,0.867,0.733,cells,1972/10/IMG_0021_1L.jpg
1972_10,8,5,17,38,0.923,0.769,cells,1972/10/IMG_0022_1L.jpg
1972_10,9,8,4,44,0.957,0.565,cells,1972/10/IMG_0025_1L.jpg
1972_10,10,19,16,48,1.0,0.692,cells,1972/10/IMG_0027_1L.jpg
1972_11,0,3,2,3,0.964,0.751,cells,1972/11/IMG_0055_2R.jpg
1972_11,1,1,2,4,0.932,0.772,cells,1972/11/IMG_0056_1L.jpg
1972_11,2,5,5,5,1.0,0.412,cells,1972/11/IMG_0056_2R.jpg
1972_11,3,9,4,8,1.0,0.556,cells,1972/11/IMG_0058_1L.jpg
1972_11,4,11,20,32,0.972,0.694,cells,1972/11/IMG_0070_1L.jpg
1972_11,5,9,4,34,1.0,0.701,cells,1972/11/IMG_0071_1L.jpg
1972_11,6,11,10,38,1.0,0.807,cells,1972/11/IMG_0073_1L.jpg
1972_11,7,9,4,64,1.0,0.607,cells,1972/11/IMG_0086_1L.jpg
1972_12,0,3,2,3,0.964,0.387,cells,1972/12/IMG_0105_2R.jpg
1972_12,1,17,4,19,0.97,0.713,cells,1972/12/IMG_0113_2R.jpg
1972_12,2,4,4,22,1.0,0.774,cells,1972/12/IMG_0115_1L.jpg
1972_12,3,7,4,33,1.0,0.841,cells,1972/12/IMG_0120_2R.jpg
1972_12,4,10,4,60,1.0,0.728,cells,1972/12/IMG_0134_1L.jpg
1972_12,5,49,3,93,1.0,0.793,cells,1972/12/IMG_0150_2R.jpg
1972_12,6,8,3,93,1.0,0.775,cells,1972/12/IMG_0150_2R.jpg
1972_12,7,62,2,94,0.714,0.214,context,1972/12/IMG_0151_1L.jpg
1972_12,8,52,3,96,1.0,0.876,cells,1972/12/IMG_0152_1L.jpg
1972_12,9,40,3,97,0.992,0.811,cells,1972/12/IMG_0152_2R.jpg
1973_01,0,3,2,4,0.963,0.805,cells,1973/01/IMG_0005_1L.jpg
1973_01,1,5,7,8,1.0,0.6,cells,1973/01/IMG_0007_1L.jpg
1973_01,2,8,3,22,1.0,0.765,cells,1973/01/IMG_0014_1L.jpg
1973_01,3,4,4,58,0.923,0.693,cells,1973/01/IMG_0032_1L.jpg
1973_01,4,5,3,83,1.0,0.579,cells,1973/01/IMG_0044_2R.jpg
1973_02,0,5,5,12,1.0,0.5,cells,1973/02/IMG_0059_1L.jpg
1973_02,1,11,5,46,1.0,0.76,cells,1973/02/IMG_0076_1L.jpg
1973_02,2,7,5,47,0.976,0.667,cells,1973/02/IMG_0076_2R.jpg
1973_02,3,12,10,70,1.0,0.915,cells,1973/02/IMG_0088_1L.jpg
1973_02,4,5,4,73,1.0,0.667,cells,1973/02/IMG_0089_2R.jpg
1973_02,5,7,9,74,1.0,0.742,cells,1973/02/IMG_0090_1L.jpg
1973_03,0,5,8,35,0.963,0.742,cells,1973/03/IMG_0120_2R.jpg
1973_03,1,4,14,75,0.611,0.111,cells,1973/03/IMG_0140_2R.jpg
1973_04,0,3,2,3,0.922,0.689,cells,1973/04/IMG_0004_2R.jpg
1973_04,1,17,6,51,0.951,0.82,cells,1973/04/IMG_0028_2R.jpg
1973_04,2,7,5,59,1.0,0.268,cells,1973/04/IMG_0032_2R.jpg
